Time (s) - i - ref (A)	Current (A) - i - ref (A)	Time (s) - i - obs (A)	Current (A) - i - obs (A)
3,286	0	3,286	6,36E-12
3,287	0	3,287	5,98E-12
3,288	0	3,288	5,62E-12
3,289	0	3,289	5,28E-12
3,29	0	3,29	4,96E-12
3,291	0	3,291	4,67E-12
3,292	0	3,292	4,39E-12
3,293	0	3,293	4,12E-12
3,294	0	3,294	3,88E-12
3,295	0	3,295	3,64E-12
3,296	0	3,296	3,43E-12
3,297	0	3,297	3,22E-12
3,298	0	3,298	3,03E-12
3,299	0	3,299	2,85E-12
3,3	0	3,3	2,67E-12
3,301	0	3,301	2,51E-12
3,302	0	3,302	2,36E-12
3,303	0	3,303	2,22E-12
3,304	0	3,304	2,09E-12
3,305	0	3,305	1,96E-12
3,306	0	3,306	1,84E-12
3,307	0	3,307	1,73E-12
3,308	0	3,308	1,63E-12
3,309	0	3,309	1,53E-12
3,31	0	3,31	1,44E-12
3,311	0	3,311	1,35E-12
3,312	0	3,312	1,27E-12
3,313	0	3,313	1,20E-12
3,314	0	3,314	1,12E-12
3,315	0	3,315	1,06E-12
3,316	0	3,316	9,92E-13
3,317	0	3,317	9,33E-13
3,318	0	3,318	8,77E-13
3,319	0	3,319	8,24E-13
3,32	0	3,32	7,75E-13
3,321	0	3,321	7,28E-13
3,322	0	3,322	6,84E-13
3,323	0	3,323	6,43E-13
3,324	0	3,324	6,04E-13
3,325	0	3,325	5,68E-13
3,326	0	3,326	5,34E-13
3,327	0	3,327	5,01E-13
3,328	0	3,328	4,71E-13
3,329	0	3,329	4,43E-13
3,33	0	3,33	4,16E-13
3,331	0	3,331	3,91E-13
3,332	0	3,332	3,67E-13
3,333	0	3,333	3,45E-13
3,334	0	3,334	3,25E-13
3,335	0	3,335	3,05E-13
3,336	0	3,336	2,87E-13
3,337	0	3,337	2,70E-13
3,338	0	3,338	2,54E-13
3,339	0	3,339	2,38E-13
3,34	0	3,34	2,24E-13
3,341	0	3,341	2,11E-13
3,342	0	3,342	1,98E-13
3,343	0	3,343	1,86E-13
3,344	0	3,344	1,75E-13
3,345	0	3,345	1,64E-13
3,346	0	3,346	1,54E-13
3,347	0	3,347	1,45E-13
3,348	0	3,348	1,36E-13
3,349	0	3,349	1,27E-13
3,35	0	3,35	1,19E-13
3,351	0	3,351	1,12E-13
3,352	0	3,352	1,05E-13
3,353	0	3,353	9,81E-14
3,354	0	3,354	9,19E-14
3,355	0	3,355	8,62E-14
3,356	0	3,356	8,09E-14
3,357	0	3,357	7,61E-14
3,358	0	3,358	7,16E-14
3,359	0	3,359	6,74E-14
3,36	0	3,36	6,34E-14
3,361	0	3,361	5,96E-14
3,362	0	3,362	5,61E-14
3,363	0	3,363	5,26E-14
3,364	0	3,364	4,93E-14
3,365	0	3,365	4,61E-14
3,366	0	3,366	4,33E-14
3,367	0	3,367	4,05E-14
3,368	0	3,368	3,78E-14
3,369	0	3,369	3,52E-14
3,37	0	3,37	3,27E-14
3,371	0	3,371	3,05E-14
3,372	0	3,372	2,83E-14
3,373	0	3,373	2,63E-14
3,374	0	3,374	2,43E-14
3,375	0	3,375	2,23E-14
3,376	0	3,376	2,04E-14
3,377	0	3,377	1,88E-14
3,378	0	3,378	1,73E-14
3,379	0	3,379	1,58E-14
3,38	0	3,38	1,43E-14
3,381	0	3,381	1,29E-14
3,382	0	3,382	1,16E-14
3,383	0	3,383	1,03E-14
3,384	0	3,384	8,98E-15
3,385	0	3,385	7,74E-15
3,386	0	3,386	6,53E-15
3,387	0	3,387	5,61E-15
3,388	0	3,388	4,71E-15
3,389	0	3,389	3,84E-15
3,39	0	3,39	3,00E-15
3,391	0	3,391	2,19E-15
3,392	0	3,392	1,39E-15
3,393	0	3,393	6,27E-16
3,394	0	3,394	-1,16E-16
3,395	0	3,395	-8,37E-16
3,396	0	3,396	-1,54E-15
3,397	0	3,397	-2,21E-15
3,398	0	3,398	-2,87E-15
3,399	0	3,399	-3,51E-15
3,4	0	3,4	-4,12E-15
3,401	0	3,401	-4,72E-15
3,402	0	3,402	-5,30E-15
3,403	0	3,403	-5,87E-15
3,404	0	3,404	-6,17E-15
3,405	0	3,405	-6,46E-15
3,406	0	3,406	-6,75E-15
3,407	0	3,407	-7,03E-15
3,408	0	3,408	-7,29E-15
3,409	0	3,409	-7,55E-15
3,41	0	3,41	-7,81E-15
3,411	0	3,411	-8,05E-15
3,412	0	3,412	-8,29E-15
3,413	0	3,413	-8,52E-15
3,414	0	3,414	-8,74E-15
3,415	0	3,415	-8,96E-15
3,416	0	3,416	-9,16E-15
3,417	0	3,417	-9,37E-15
3,418	0	3,418	-9,56E-15
3,419	0	3,419	-9,75E-15
3,42	0	3,42	-9,94E-15
3,421	0	3,421	-1,01E-14
3,422	0	3,422	-1,03E-14
3,423	0	3,423	-1,05E-14
3,424	0	3,424	-1,06E-14
3,425	0	3,425	-1,08E-14
3,426	0	3,426	-1,09E-14
3,427	0	3,427	-1,11E-14
3,428	0	3,428	-1,12E-14
3,429	0	3,429	-1,14E-14
3,43	0	3,43	-1,15E-14
3,431	0	3,431	-1,16E-14
3,432	0	3,432	-1,18E-14
3,433	0	3,433	-1,19E-14
3,434	0	3,434	-1,20E-14
3,435	0	3,435	-1,21E-14
3,436	0	3,436	-1,22E-14
3,437	0	3,437	-1,23E-14
3,438	0	3,438	-1,24E-14
3,439	0	3,439	-1,25E-14
3,44	0	3,44	-1,26E-14
3,441	0	3,441	-1,27E-14
3,442	0	3,442	-1,28E-14
3,443	0	3,443	-1,29E-14
3,444	0	3,444	-1,30E-14
3,445	0	3,445	-1,31E-14
3,446	0	3,446	-1,32E-14
3,447	0	3,447	-1,33E-14
3,448	0	3,448	-1,33E-14
3,449	0	3,449	-1,34E-14
3,45	0	3,45	-1,35E-14
3,451	0	3,451	-1,36E-14
3,452	0	3,452	-1,36E-14
3,453	0	3,453	-1,37E-14
3,454	0	3,454	-1,38E-14
3,455	0	3,455	-1,38E-14
3,456	0	3,456	-1,39E-14
3,457	0	3,457	-1,39E-14
3,458	0	3,458	-1,40E-14
3,459	0	3,459	-1,41E-14
3,46	0	3,46	-1,41E-14
3,461	0	3,461	-1,42E-14
3,462	0	3,462	-1,42E-14
3,463	0	3,463	-1,43E-14
3,464	0	3,464	-1,43E-14
3,465	0	3,465	-1,43E-14
3,466	0	3,466	-1,44E-14
3,467	0	3,467	-1,44E-14
3,468	0	3,468	-1,45E-14
3,469	0	3,469	-1,45E-14
3,47	0	3,47	-1,46E-14
3,471	0	3,471	-1,46E-14
3,472	0	3,472	-1,46E-14
3,473	0	3,473	-1,47E-14
3,474	0	3,474	-1,47E-14
3,475	0	3,475	-1,47E-14
3,476	0	3,476	-1,48E-14
3,477	0	3,477	-1,48E-14
3,478	0	3,478	-1,48E-14
3,479	0	3,479	-1,49E-14
3,48	0	3,48	-1,49E-14
3,481	0	3,481	-1,49E-14
3,482	0	3,482	-1,49E-14
3,483	0	3,483	-1,50E-14
3,484	0	3,484	-1,50E-14
3,485	0	3,485	-1,50E-14
3,486	0	3,486	-1,50E-14
3,487	0	3,487	-1,51E-14
3,488	0	3,488	-1,51E-14
3,489	0	3,489	-1,51E-14
3,49	0	3,49	-1,51E-14
3,491	0	3,491	-1,51E-14
3,492	0	3,492	-1,52E-14
3,493	0	3,493	-1,52E-14
3,494	0	3,494	-1,52E-14
3,495	0	3,495	-1,52E-14
3,496	0	3,496	-1,52E-14
3,497	0	3,497	-1,53E-14
3,498	0	3,498	-1,53E-14
3,499	0	3,499	-1,53E-14
3,5	0	3,5	-1,53E-14
3,501	0	3,501	-1,53E-14
3,502	0	3,502	-1,53E-14
3,503	0	3,503	-1,54E-14
3,504	0	3,504	-1,54E-14
3,505	0	3,505	-1,54E-14
3,506	0	3,506	-1,54E-14
3,507	0	3,507	-1,54E-14
3,508	0	3,508	-1,54E-14
3,509	0	3,509	-1,54E-14
3,51	0	3,51	-1,54E-14
3,511	0	3,511	-1,54E-14
3,512	0	3,512	-1,55E-14
3,513	0	3,513	-1,55E-14
3,514	0	3,514	-1,55E-14
3,515	0	3,515	-1,55E-14
3,516	0	3,516	-1,55E-14
3,517	0	3,517	-1,55E-14
3,518	0	3,518	-1,55E-14
3,519	0	3,519	-1,55E-14
3,52	0	3,52	-1,55E-14
3,521	0	3,521	-1,55E-14
3,522	0	3,522	-1,55E-14
3,523	0	3,523	-1,56E-14
3,524	0	3,524	-1,56E-14
3,525	0	3,525	-1,56E-14
3,526	0	3,526	-1,56E-14
3,527	0	3,527	-1,56E-14
3,528	0	3,528	-1,56E-14
3,529	0	3,529	-1,56E-14
3,53	0	3,53	-1,56E-14
3,531	0	3,531	-1,56E-14
3,532	0	3,532	-1,56E-14
3,533	0	3,533	-1,56E-14
3,534	0	3,534	-1,56E-14
3,535	0	3,535	-1,56E-14
3,536	0	3,536	-1,56E-14
3,537	0	3,537	-1,56E-14
3,538	0	3,538	-1,56E-14
3,539	0	3,539	-1,56E-14
3,54	0	3,54	-1,57E-14
3,541	0	3,541	-1,57E-14
3,542	0	3,542	-1,57E-14
3,543	0	3,543	-1,57E-14
3,544	0	3,544	-1,57E-14
3,545	0	3,545	-1,57E-14
3,546	0	3,546	-1,57E-14
3,547	0	3,547	-1,57E-14
3,548	0	3,548	-1,57E-14
3,549	0	3,549	-1,57E-14
3,55	0	3,55	-1,57E-14
3,551	0	3,551	-1,57E-14
3,552	0	3,552	-1,57E-14
3,553	0	3,553	-1,57E-14
3,554	0	3,554	-1,57E-14
3,555	0	3,555	-1,57E-14
3,556	0	3,556	-1,57E-14
3,557	0	3,557	-1,57E-14
3,558	0	3,558	-1,57E-14
3,559	0	3,559	-1,57E-14
3,56	0	3,56	-1,57E-14
3,561	0	3,561	-1,57E-14
3,562	0	3,562	-1,57E-14
3,563	0	3,563	-1,57E-14
3,564	0	3,564	-1,57E-14
3,565	0	3,565	-1,57E-14
3,566	0	3,566	-1,57E-14
3,567	0	3,567	-1,57E-14
3,568	0	3,568	-1,57E-14
3,569	0	3,569	-1,57E-14
3,57	0	3,57	-1,57E-14
3,571	0	3,571	-1,57E-14
3,572	0	3,572	-1,57E-14
3,573	0	3,573	-1,57E-14
3,574	0	3,574	-1,57E-14
3,575	0	3,575	-1,57E-14
3,576	0	3,576	-1,57E-14
3,577	0	3,577	-1,57E-14
3,578	0	3,578	-1,58E-14
3,579	0	3,579	-1,58E-14
3,58	0	3,58	-1,58E-14
3,581	0	3,581	-1,58E-14
3,582	0	3,582	-1,58E-14
3,583	0	3,583	-1,58E-14
3,584	0	3,584	-1,58E-14
3,585	0	3,585	-1,58E-14
3,586	0	3,586	-1,58E-14
3,587	0	3,587	-1,58E-14
3,588	0	3,588	-1,58E-14
3,589	0	3,589	-1,58E-14
3,59	0	3,59	-1,58E-14
3,591	0	3,591	-1,58E-14
3,592	0	3,592	-1,58E-14
3,593	0	3,593	-1,58E-14
3,594	0	3,594	-1,58E-14
3,595	0	3,595	-1,58E-14
3,596	0	3,596	-1,58E-14
3,597	0	3,597	-1,58E-14
3,598	0	3,598	-1,58E-14
3,599	0	3,599	-1,58E-14
3,6	0	3,6	-1,58E-14
3,601	0	3,601	-1,58E-14
3,602	0	3,602	-1,58E-14
3,603	0	3,603	-1,58E-14
3,604	0	3,604	-1,58E-14
3,605	0	3,605	-1,58E-14
3,606	0	3,606	-1,58E-14
3,607	0	3,607	-1,58E-14
3,608	0	3,608	-1,58E-14
3,609	0	3,609	-1,58E-14
3,61	0	3,61	-1,58E-14
3,611	0	3,611	-1,58E-14
3,612	0	3,612	-1,58E-14
3,613	0	3,613	-1,58E-14
3,614	0	3,614	-1,58E-14
3,615	0	3,615	-1,58E-14
3,616	0	3,616	-1,58E-14
3,617	0	3,617	-1,58E-14
3,618	0	3,618	-1,58E-14
3,619	0	3,619	-1,58E-14
3,62	0	3,62	-1,58E-14
3,621	0	3,621	-1,58E-14
3,622	0	3,622	-1,58E-14
3,623	0	3,623	-1,58E-14
3,624	0	3,624	-1,58E-14
3,625	0	3,625	-1,58E-14
3,626	0	3,626	-1,58E-14
3,627	0	3,627	-1,58E-14
3,628	0	3,628	-1,58E-14
3,629	0	3,629	-1,58E-14
3,63	0	3,63	-1,58E-14
3,631	0	3,631	-1,58E-14
3,632	0	3,632	-1,58E-14
3,633	0	3,633	-1,58E-14
3,634	0	3,634	-1,58E-14
3,635	0	3,635	-1,58E-14
3,636	0	3,636	-1,58E-14
3,637	0	3,637	-1,58E-14
3,638	0	3,638	-1,58E-14
3,639	0	3,639	-1,58E-14
3,64	0	3,64	-1,58E-14
3,641	0	3,641	-1,58E-14
3,642	0	3,642	-1,58E-14
3,643	0	3,643	-1,58E-14
3,644	0	3,644	-1,58E-14
3,645	0	3,645	-1,58E-14
3,646	0	3,646	-1,58E-14
3,647	0	3,647	-1,58E-14
3,648	0	3,648	-1,58E-14
3,649	0	3,649	-1,58E-14
3,65	0	3,65	-1,58E-14
3,651	0	3,651	-1,58E-14
3,652	0	3,652	-1,58E-14
3,653	0	3,653	-1,58E-14
3,654	0	3,654	-1,58E-14
3,655	0	3,655	-1,58E-14
3,656	0	3,656	-1,58E-14
3,657	0	3,657	-1,58E-14
3,658	0	3,658	-1,58E-14
3,659	0	3,659	-1,58E-14
3,66	0	3,66	-1,58E-14
3,661	0	3,661	-1,58E-14
3,662	0	3,662	-1,58E-14
3,663	0	3,663	-1,58E-14
3,664	0	3,664	-1,58E-14
3,665	0	3,665	-1,58E-14
3,666	0	3,666	-1,58E-14
3,667	0	3,667	-1,58E-14
3,668	0	3,668	-1,58E-14
3,669	0	3,669	-1,58E-14
3,67	0	3,67	-1,58E-14
3,671	0	3,671	-1,58E-14
3,672	0	3,672	-1,58E-14
3,673	0	3,673	-1,58E-14
3,674	0	3,674	-1,58E-14
3,675	0	3,675	-1,58E-14
3,676	0	3,676	-1,58E-14
3,677	0	3,677	-1,58E-14
3,678	0	3,678	-1,58E-14
3,679	0	3,679	-1,58E-14
3,68	0	3,68	-1,58E-14
3,681	0	3,681	-1,58E-14
3,682	0	3,682	-1,58E-14
3,683	0	3,683	-1,58E-14
3,684	0	3,684	-1,58E-14
3,685	0	3,685	-1,58E-14
3,686	0	3,686	-1,58E-14
3,687	0	3,687	-1,58E-14
3,688	0	3,688	-1,58E-14
3,689	0	3,689	-1,58E-14
3,69	0	3,69	-1,58E-14
3,691	0	3,691	-1,58E-14
3,692	0	3,692	-1,58E-14
3,693	0	3,693	-1,58E-14
3,694	0	3,694	-1,58E-14
3,695	0	3,695	-1,58E-14
3,696	0	3,696	-1,58E-14
3,697	0	3,697	-1,58E-14
3,698	0	3,698	-1,58E-14
3,699	0	3,699	-1,58E-14
3,7	0	3,7	-1,58E-14
3,701	0	3,701	-1,58E-14
3,702	0	3,702	-1,58E-14
3,703	0	3,703	-1,58E-14
3,704	0	3,704	-1,58E-14
3,705	0	3,705	-1,58E-14
3,706	0	3,706	-1,58E-14
3,707	0	3,707	-1,58E-14
3,708	0	3,708	-1,58E-14
3,709	0	3,709	-1,58E-14
3,71	0	3,71	-1,58E-14
3,711	0	3,711	-1,58E-14
3,712	0	3,712	-1,58E-14
3,713	0	3,713	-1,58E-14
3,714	0	3,714	-1,58E-14
3,715	0	3,715	-1,58E-14
3,716	0	3,716	-1,58E-14
3,717	0	3,717	-1,58E-14
3,718	0	3,718	-1,58E-14
3,719	0	3,719	-1,58E-14
3,72	0	3,72	-1,58E-14
3,721	0	3,721	-1,58E-14
3,722	0	3,722	-1,58E-14
3,723	0	3,723	-1,58E-14
3,724	0	3,724	-1,58E-14
3,725	0	3,725	-1,58E-14
3,726	0	3,726	-1,58E-14
3,727	0	3,727	-1,58E-14
3,728	0	3,728	-1,58E-14
3,729	0	3,729	-1,58E-14
3,73	0	3,73	-1,58E-14
3,731	0	3,731	-1,58E-14
3,732	0	3,732	-1,58E-14
3,733	0	3,733	-1,58E-14
3,734	0	3,734	-1,58E-14
3,735	0	3,735	-1,58E-14
3,736	0	3,736	-1,58E-14
3,737	0	3,737	-1,58E-14
3,738	0	3,738	-1,58E-14
3,739	0	3,739	-1,58E-14
3,74	0	3,74	-1,58E-14
3,741	0	3,741	-1,58E-14
3,742	0	3,742	-1,58E-14
3,743	0	3,743	-1,58E-14
3,744	0	3,744	-1,58E-14
3,745	0	3,745	-1,58E-14
3,746	0	3,746	-1,58E-14
3,747	0	3,747	-1,58E-14
3,748	0	3,748	-1,58E-14
3,749	0	3,749	-1,58E-14
3,75	0	3,75	-1,58E-14
3,751	0	3,751	-1,58E-14
3,752	0	3,752	-1,58E-14
3,753	0	3,753	-1,58E-14
3,754	0	3,754	-1,58E-14
3,755	0	3,755	-1,58E-14
3,756	0	3,756	-1,58E-14
3,757	0	3,757	-1,58E-14
3,758	0	3,758	-1,58E-14
3,759	0	3,759	-1,58E-14
3,76	0	3,76	-1,58E-14
3,761	0	3,761	-1,58E-14
3,762	0	3,762	-1,58E-14
3,763	0	3,763	-1,58E-14
3,764	0	3,764	-1,58E-14
3,765	0	3,765	-1,58E-14
3,766	0	3,766	-1,58E-14
3,767	0	3,767	-1,58E-14
3,768	0	3,768	-1,58E-14
3,769	0	3,769	-1,58E-14
3,77	0	3,77	-1,58E-14
3,771	0	3,771	-1,58E-14
3,772	0	3,772	-1,58E-14
3,773	0	3,773	-1,58E-14
3,774	0	3,774	-1,58E-14
3,775	0	3,775	-1,58E-14
3,776	0	3,776	-1,58E-14
3,777	0	3,777	-1,58E-14
3,778	0	3,778	-1,58E-14
3,779	0	3,779	-1,58E-14
3,78	0	3,78	-1,58E-14
3,781	0	3,781	-1,58E-14
3,782	0	3,782	-1,58E-14
3,783	0	3,783	-1,58E-14
3,784	0	3,784	-1,58E-14
3,785	0	3,785	-1,58E-14
3,786	0	3,786	-1,58E-14
3,787	0	3,787	-1,58E-14
3,788	0	3,788	-1,58E-14
3,789	0	3,789	-1,58E-14
3,79	0	3,79	-1,58E-14
3,791	0	3,791	-1,58E-14
3,792	0	3,792	-1,58E-14
3,793	0	3,793	-1,58E-14
3,794	0	3,794	-1,58E-14
3,795	0	3,795	-1,58E-14
3,796	0	3,796	-1,58E-14
3,797	0	3,797	-1,58E-14
3,798	0	3,798	-1,58E-14
3,799	0	3,799	-1,58E-14
3,8	0	3,8	-1,58E-14
3,801	0	3,801	-1,58E-14
3,802	0	3,802	-1,58E-14
3,803	0	3,803	-1,58E-14
3,804	0	3,804	-1,58E-14
3,805	0	3,805	-1,58E-14
3,806	0	3,806	-1,58E-14
3,807	0	3,807	-1,58E-14
3,808	0	3,808	-1,58E-14
3,809	0	3,809	-1,58E-14
3,81	0	3,81	-1,58E-14
3,811	0	3,811	-1,58E-14
3,812	0	3,812	-1,58E-14
3,813	0	3,813	-1,58E-14
3,814	0	3,814	-1,58E-14
3,815	0	3,815	-1,58E-14
3,816	0	3,816	-1,58E-14
3,817	0	3,817	-1,58E-14
3,818	0	3,818	-1,58E-14
3,819	0	3,819	-1,58E-14
3,82	0	3,82	-1,58E-14
3,821	0	3,821	-1,58E-14
3,822	0	3,822	-1,58E-14
3,823	0	3,823	-1,58E-14
3,824	0	3,824	-1,58E-14
3,825	0	3,825	-1,58E-14
3,826	0	3,826	-1,58E-14
3,827	0	3,827	-1,58E-14
3,828	0	3,828	-1,58E-14
3,829	0	3,829	-1,58E-14
3,83	0	3,83	-1,58E-14
3,831	0	3,831	-1,58E-14
3,832	0	3,832	-1,58E-14
3,833	0	3,833	-1,58E-14
3,834	0	3,834	-1,58E-14
3,835	0	3,835	-1,58E-14
3,836	0	3,836	-1,58E-14
3,837	0	3,837	-1,58E-14
3,838	0	3,838	-1,58E-14
3,839	0	3,839	-1,58E-14
3,84	0	3,84	-1,58E-14
3,841	0	3,841	-1,58E-14
3,842	0	3,842	-1,58E-14
3,843	0	3,843	-1,58E-14
3,844	0	3,844	-1,58E-14
3,845	0	3,845	-1,58E-14
3,846	0	3,846	-1,58E-14
3,847	0	3,847	-1,58E-14
3,848	0	3,848	-1,58E-14
3,849	0	3,849	-1,58E-14
3,85	0	3,85	-1,58E-14
3,851	0	3,851	-1,58E-14
3,852	0	3,852	-1,58E-14
3,853	0	3,853	-1,58E-14
3,854	0	3,854	-1,58E-14
3,855	0	3,855	-1,58E-14
3,856	0	3,856	-1,58E-14
3,857	0	3,857	-1,58E-14
3,858	0	3,858	-1,58E-14
3,859	0	3,859	-1,58E-14
3,86	0	3,86	-1,58E-14
3,861	0	3,861	-1,58E-14
3,862	0	3,862	-1,58E-14
3,863	0	3,863	-1,58E-14
3,864	0	3,864	-1,58E-14
3,865	0	3,865	-1,58E-14
3,866	0	3,866	-1,58E-14
3,867	0	3,867	-1,58E-14
3,868	0	3,868	-1,58E-14
3,869	0	3,869	-1,58E-14
3,87	0	3,87	-1,58E-14
3,871	0	3,871	-1,58E-14
3,872	0	3,872	-1,58E-14
3,873	0	3,873	-1,58E-14
3,874	0	3,874	-1,58E-14
3,875	0	3,875	-1,58E-14
3,876	0	3,876	-1,58E-14
3,877	0	3,877	-1,58E-14
3,878	0	3,878	-1,58E-14
3,879	0	3,879	-1,58E-14
3,88	0	3,88	-1,58E-14
3,881	0	3,881	-1,58E-14
3,882	0	3,882	-1,58E-14
3,883	0	3,883	-1,58E-14
3,884	0	3,884	-1,58E-14
3,885	0	3,885	-1,58E-14
3,886	0	3,886	-1,58E-14
3,887	0	3,887	-1,58E-14
3,888	0	3,888	-1,58E-14
3,889	0	3,889	-1,58E-14
3,89	0	3,89	-1,58E-14
3,891	0	3,891	-1,58E-14
3,892	0	3,892	-1,58E-14
3,893	0	3,893	-1,58E-14
3,894	0	3,894	-1,58E-14
3,895	0	3,895	-1,58E-14
3,896	0	3,896	-1,58E-14
3,897	0	3,897	-1,58E-14
3,898	0	3,898	-1,58E-14
3,899	0	3,899	-1,58E-14
3,9	0	3,9	-1,58E-14
3,901	0	3,901	-1,58E-14
3,902	0	3,902	-1,58E-14
3,903	0	3,903	-1,58E-14
3,904	0	3,904	-1,58E-14
3,905	0	3,905	-1,58E-14
3,906	0	3,906	-1,58E-14
3,907	0	3,907	-1,58E-14
3,908	0	3,908	-1,58E-14
3,909	0	3,909	-1,58E-14
3,91	0	3,91	-1,58E-14
3,911	0	3,911	-1,58E-14
3,912	0	3,912	-1,58E-14
3,913	0	3,913	-1,58E-14
3,914	0	3,914	-1,58E-14
3,915	0	3,915	-1,58E-14
3,916	0	3,916	-1,58E-14
3,917	0	3,917	-1,58E-14
3,918	0	3,918	-1,58E-14
3,919	0	3,919	-1,58E-14
3,92	0	3,92	-1,58E-14
3,921	0	3,921	-1,58E-14
3,922	0	3,922	-1,58E-14
3,923	0	3,923	-1,58E-14
3,924	0	3,924	-1,58E-14
3,925	0	3,925	-1,58E-14
3,926	0	3,926	-1,58E-14
3,927	0	3,927	-1,58E-14
3,928	0	3,928	-1,58E-14
3,929	0	3,929	-1,58E-14
3,93	0	3,93	-1,58E-14
3,931	0	3,931	-1,58E-14
3,932	0	3,932	-1,58E-14
3,933	0	3,933	-1,58E-14
3,934	0	3,934	-1,58E-14
3,935	0	3,935	-1,58E-14
3,936	0	3,936	-1,58E-14
3,937	0	3,937	-1,58E-14
3,938	0	3,938	-1,58E-14
3,939	0	3,939	-1,58E-14
3,94	0	3,94	-1,58E-14
3,941	0	3,941	-1,58E-14
3,942	0	3,942	-1,58E-14
3,943	0	3,943	-1,58E-14
3,944	0	3,944	-1,58E-14
3,945	0	3,945	-1,58E-14
3,946	0	3,946	-1,58E-14
3,947	0	3,947	-1,58E-14
3,948	0	3,948	-1,58E-14
3,949	0	3,949	-1,58E-14
3,95	0	3,95	-1,58E-14
3,951	0	3,951	-1,58E-14
3,952	0	3,952	-1,58E-14
3,953	0	3,953	-1,58E-14
3,954	0	3,954	-1,58E-14
3,955	0	3,955	-1,58E-14
3,956	0	3,956	-1,58E-14
3,957	0	3,957	-1,58E-14
3,958	0	3,958	-1,58E-14
3,959	0	3,959	-1,58E-14
3,96	0	3,96	-1,58E-14
3,961	0	3,961	-1,58E-14
3,962	0	3,962	-1,58E-14
3,963	0	3,963	-1,58E-14
3,964	0	3,964	-1,58E-14
3,965	0	3,965	-1,58E-14
3,966	0	3,966	-1,58E-14
3,967	0	3,967	-1,58E-14
3,968	0	3,968	-1,58E-14
3,969	0	3,969	-1,58E-14
3,97	0	3,97	-1,58E-14
3,971	0	3,971	-1,58E-14
3,972	0	3,972	-1,58E-14
3,973	0	3,973	-1,58E-14
3,974	0	3,974	-1,58E-14
3,975	0	3,975	-1,58E-14
3,976	0	3,976	-1,58E-14
3,977	0	3,977	-1,58E-14
3,978	0	3,978	-1,58E-14
3,979	0	3,979	-1,58E-14
3,98	0	3,98	-1,58E-14
3,981	0	3,981	-1,58E-14
3,982	0	3,982	-1,58E-14
3,983	0	3,983	-1,58E-14
3,984	0	3,984	-1,58E-14
3,985	0	3,985	-1,58E-14
3,986	0	3,986	-1,58E-14
3,987	0	3,987	-1,58E-14
3,988	0	3,988	-1,58E-14
3,989	0	3,989	-1,58E-14
3,99	0	3,99	-1,58E-14
3,991	0	3,991	-1,58E-14
3,992	0	3,992	-1,58E-14
3,993	0	3,993	-1,58E-14
3,994	0	3,994	-1,58E-14
3,995	0	3,995	-1,58E-14
3,996	0	3,996	-1,58E-14
3,997	0	3,997	-1,58E-14
3,998	0	3,998	-1,58E-14
3,999	0	3,999	-1,58E-14
4	0	4	-1,58E-14
4,001	0	4,001	-1,58E-14
4,002	0	4,002	-1,58E-14
4,003	0	4,003	-1,58E-14
4,004	0	4,004	-1,58E-14
4,005	0	4,005	-1,58E-14
4,006	0	4,006	-1,58E-14
4,007	0	4,007	-1,58E-14
4,008	0	4,008	-1,58E-14
4,009	0	4,009	-1,58E-14
4,01	0	4,01	-1,58E-14
4,011	0	4,011	-1,58E-14
4,012	0	4,012	-1,58E-14
4,013	0	4,013	-1,58E-14
4,014	0	4,014	-1,58E-14
4,015	0	4,015	-1,58E-14
4,016	0	4,016	-1,58E-14
4,017	0	4,017	-1,58E-14
4,018	0	4,018	-1,58E-14
4,019	0	4,019	-1,58E-14
4,02	0	4,02	-1,58E-14
4,021	0	4,021	-1,58E-14
4,022	0	4,022	-1,58E-14
4,023	0	4,023	-1,58E-14
4,024	0	4,024	-1,58E-14
4,025	0	4,025	-1,58E-14
4,026	0	4,026	-1,58E-14
4,027	0	4,027	-1,58E-14
4,028	0	4,028	-1,58E-14
4,029	0	4,029	-1,58E-14
4,03	0	4,03	-1,58E-14
4,031	0	4,031	-1,58E-14
4,032	0	4,032	-1,58E-14
4,033	0	4,033	-1,58E-14
4,034	0	4,034	-1,58E-14
4,035	0	4,035	-1,58E-14
4,036	0	4,036	-1,58E-14
4,037	0	4,037	-1,58E-14
4,038	0	4,038	-1,58E-14
4,039	0	4,039	-1,58E-14
4,04	0	4,04	-1,58E-14
4,041	0	4,041	-1,58E-14
4,042	0	4,042	-1,58E-14
4,043	0	4,043	-1,58E-14
4,044	0	4,044	-1,58E-14
4,045	0	4,045	-1,58E-14
4,046	0	4,046	-1,58E-14
4,047	0	4,047	-1,58E-14
4,048	0	4,048	-1,58E-14
4,049	0	4,049	-1,58E-14
4,05	0	4,05	-1,58E-14
4,051	0	4,051	-1,58E-14
4,052	0	4,052	-1,58E-14
4,053	0	4,053	-1,58E-14
4,054	0	4,054	-1,58E-14
4,055	0	4,055	-1,58E-14
4,056	0	4,056	-1,58E-14
4,057	0	4,057	-1,58E-14
4,058	0	4,058	-1,58E-14
4,059	0	4,059	-1,58E-14
4,06	0	4,06	-1,58E-14
4,061	0	4,061	-1,58E-14
4,062	0	4,062	-1,58E-14
4,063	0	4,063	-1,58E-14
4,064	0	4,064	-1,58E-14
4,065	0	4,065	-1,58E-14
