Time (s) - phi 1 - ref (°)	Angle (°) - phi 1 - ref (°)	Time (s) - phi 2 - ref (°)	Angle (°) - phi 2 - ref (°)	Time (s) - phi 1 - obs (°)	Angle (°) - phi 1 - obs (°)	Time (s) - phi 2 - obs (°)	Angle (°) - phi 2 - obs (°)	Time (s) - phi 1 - meas (°)	Angle (°) - phi 1 - meas (°)	Time (s) - phi 2 - meas (°)	Angle (°) - phi 2 - meas (°)
1,779	0	1,779	0	1,779	0	1,779	0	1,779	0	1,779	0
1,78	0	1,78	0	1,78	0	1,78	0	1,78	0	1,78	0
1,781	0	1,781	0	1,781	0	1,781	0	1,781	0	1,781	0
1,782	0	1,782	0	1,782	0	1,782	0	1,782	0	1,782	0
1,783	0	1,783	0	1,783	0	1,783	0	1,783	0	1,783	0
1,784	0	1,784	0	1,784	0	1,784	0	1,784	0	1,784	0
1,785	0	1,785	0	1,785	0	1,785	0	1,785	0	1,785	0
1,786	0	1,786	0	1,786	0	1,786	0	1,786	0	1,786	0
1,787	0	1,787	0	1,787	0	1,787	0	1,787	0	1,787	0
1,788	0	1,788	0	1,788	0	1,788	0	1,788	0	1,788	0
1,789	0	1,789	0	1,789	0	1,789	0	1,789	0	1,789	0
1,79	0	1,79	0	1,79	0	1,79	0	1,79	0	1,79	0
1,791	0	1,791	0	1,791	0	1,791	0	1,791	0	1,791	0
1,792	0	1,792	0	1,792	0	1,792	0	1,792	0	1,792	0
1,793	0	1,793	0	1,793	0	1,793	0	1,793	0	1,793	0
1,794	0	1,794	0	1,794	0	1,794	0	1,794	0	1,794	0
1,795	0	1,795	0	1,795	0	1,795	0	1,795	0	1,795	0
1,796	0	1,796	0	1,796	0	1,796	0	1,796	0	1,796	0
1,797	0	1,797	0	1,797	0	1,797	0	1,797	0	1,797	0
1,798	0	1,798	0	1,798	0	1,798	0	1,798	0	1,798	0
1,799	0	1,799	0	1,799	0	1,799	0	1,799	0	1,799	0
1,8	0	1,8	0	1,8	0	1,8	0	1,8	0	1,8	0
1,801	0	1,801	0	1,801	0	1,801	0	1,801	0	1,801	0
1,802	0	1,802	0	1,802	0	1,802	0	1,802	0	1,802	0
1,803	0	1,803	0	1,803	0	1,803	0	1,803	0	1,803	0
1,804	0	1,804	0	1,804	0	1,804	0	1,804	0	1,804	0
1,805	0	1,805	0	1,805	0	1,805	0	1,805	0	1,805	0
1,806	0	1,806	0	1,806	0	1,806	0	1,806	0	1,806	0
1,807	0	1,807	0	1,807	0	1,807	0	1,807	0	1,807	0
1,808	0	1,808	0	1,808	0	1,808	0	1,808	0	1,808	0
1,809	0	1,809	0	1,809	0	1,809	0	1,809	0	1,809	0
1,81	0	1,81	0	1,81	0	1,81	0	1,81	0	1,81	0
1,811	0	1,811	0	1,811	0	1,811	0	1,811	0	1,811	0
1,812	0	1,812	0	1,812	0	1,812	0	1,812	0	1,812	0
1,813	0	1,813	0	1,813	0	1,813	0	1,813	0	1,813	0
1,814	0	1,814	0	1,814	0	1,814	0	1,814	0	1,814	0
1,815	0	1,815	0	1,815	0	1,815	0	1,815	0	1,815	0
1,816	0	1,816	0	1,816	0	1,816	0	1,816	0	1,816	0
1,817	0	1,817	0	1,817	0	1,817	0	1,817	0	1,817	0
1,818	0	1,818	0	1,818	0	1,818	0	1,818	0	1,818	0
1,819	0	1,819	0	1,819	0	1,819	0	1,819	0	1,819	0
1,82	0	1,82	0	1,82	0	1,82	0	1,82	0	1,82	0
1,821	0	1,821	0	1,821	0	1,821	0	1,821	0	1,821	0
1,822	0	1,822	0	1,822	0	1,822	0	1,822	0	1,822	0
1,823	0	1,823	0	1,823	0	1,823	0	1,823	0	1,823	0
1,824	0	1,824	0	1,824	0	1,824	0	1,824	0	1,824	0
1,825	0	1,825	0	1,825	0	1,825	0	1,825	0	1,825	0
1,826	0	1,826	0	1,826	0	1,826	0	1,826	0	1,826	0
1,827	0	1,827	0	1,827	0	1,827	0	1,827	0	1,827	0
1,828	0	1,828	0	1,828	0	1,828	0	1,828	0	1,828	0
1,829	0	1,829	0	1,829	0	1,829	0	1,829	0	1,829	0
1,83	0	1,83	0	1,83	0	1,83	0	1,83	0	1,83	0
1,831	0	1,831	0	1,831	0	1,831	0	1,831	0	1,831	0
1,832	0	1,832	0	1,832	0	1,832	0	1,832	0	1,832	0
1,833	0	1,833	0	1,833	0	1,833	0	1,833	0	1,833	0
1,834	0	1,834	0	1,834	0	1,834	0	1,834	0	1,834	0
1,835	0	1,835	0	1,835	0	1,835	0	1,835	0	1,835	0
1,836	0	1,836	0	1,836	0	1,836	0	1,836	0	1,836	0
1,837	0	1,837	0	1,837	0	1,837	0	1,837	0	1,837	0
1,838	0	1,838	0	1,838	0	1,838	0	1,838	0	1,838	0
1,839	0	1,839	0	1,839	0	1,839	0	1,839	0	1,839	0
1,84	0	1,84	0	1,84	0	1,84	0	1,84	0	1,84	0
1,841	0	1,841	0	1,841	0	1,841	0	1,841	0	1,841	0
1,842	0	1,842	0	1,842	0	1,842	0	1,842	0	1,842	0
1,843	0	1,843	0	1,843	0	1,843	0	1,843	0	1,843	0
1,844	0	1,844	0	1,844	0	1,844	0	1,844	0	1,844	0
1,845	0	1,845	0	1,845	0	1,845	0	1,845	0	1,845	0
1,846	0	1,846	0	1,846	0	1,846	0	1,846	0	1,846	0
1,847	0	1,847	0	1,847	0	1,847	0	1,847	0	1,847	0
1,848	0	1,848	0	1,848	0	1,848	0	1,848	0	1,848	0
1,849	0	1,849	0	1,849	0	1,849	0	1,849	0	1,849	0
1,85	0	1,85	0	1,85	0	1,85	0	1,85	0	1,85	0
1,851	0	1,851	0	1,851	0	1,851	0	1,851	0	1,851	0
1,852	0	1,852	0	1,852	0	1,852	0	1,852	0	1,852	0
1,853	0	1,853	0	1,853	0	1,853	0	1,853	0	1,853	0
1,854	0	1,854	0	1,854	0	1,854	0	1,854	0	1,854	0
1,855	0	1,855	0	1,855	0	1,855	0	1,855	0	1,855	0
1,856	0	1,856	0	1,856	0	1,856	0	1,856	0	1,856	0
1,857	0	1,857	0	1,857	0	1,857	0	1,857	0	1,857	0
1,858	0	1,858	0	1,858	0	1,858	0	1,858	0	1,858	0
1,859	0	1,859	0	1,859	0	1,859	0	1,859	0	1,859	0
1,86	0	1,86	0	1,86	0	1,86	0	1,86	0	1,86	0
1,861	0	1,861	0	1,861	0	1,861	0	1,861	0	1,861	0
1,862	0	1,862	0	1,862	0	1,862	0	1,862	0	1,862	0
1,863	0	1,863	0	1,863	0	1,863	0	1,863	0	1,863	0
1,864	0	1,864	0	1,864	0	1,864	0	1,864	0	1,864	0
1,865	0	1,865	0	1,865	0	1,865	0	1,865	0	1,865	0
1,866	0	1,866	0	1,866	0	1,866	0	1,866	0	1,866	0
1,867	0	1,867	0	1,867	0	1,867	0	1,867	0	1,867	0
1,868	0	1,868	0	1,868	0	1,868	0	1,868	0	1,868	0
1,869	0	1,869	0	1,869	0	1,869	0	1,869	0	1,869	0
1,87	0	1,87	0	1,87	0	1,87	0	1,87	0	1,87	0
1,871	0	1,871	0	1,871	0	1,871	0	1,871	0	1,871	0
1,872	0	1,872	0	1,872	0	1,872	0	1,872	0	1,872	0
1,873	0	1,873	0	1,873	0	1,873	0	1,873	0	1,873	0
1,874	0	1,874	0	1,874	0	1,874	0	1,874	0	1,874	0
1,875	0	1,875	0	1,875	0	1,875	0	1,875	0	1,875	0
1,876	0	1,876	0	1,876	0	1,876	0	1,876	0	1,876	0
1,877	0	1,877	0	1,877	0	1,877	0	1,877	0	1,877	0
1,878	0	1,878	0	1,878	0	1,878	0	1,878	0	1,878	0
1,879	0	1,879	0	1,879	0	1,879	0	1,879	0	1,879	0
1,88	0	1,88	0	1,88	0	1,88	0	1,88	0	1,88	0
1,881	0	1,881	0	1,881	0	1,881	0	1,881	0	1,881	0
1,882	0	1,882	0	1,882	0	1,882	0	1,882	0	1,882	0
1,883	0	1,883	0	1,883	0	1,883	0	1,883	0	1,883	0
1,884	0	1,884	0	1,884	0	1,884	0	1,884	0	1,884	0
1,885	0	1,885	0	1,885	0	1,885	0	1,885	0	1,885	0
1,886	0	1,886	0	1,886	0	1,886	0	1,886	0	1,886	0
1,887	0	1,887	0	1,887	0	1,887	0	1,887	0	1,887	0
1,888	0	1,888	0	1,888	0	1,888	0	1,888	0	1,888	0
1,889	0	1,889	0	1,889	0	1,889	0	1,889	0	1,889	0
1,89	0	1,89	0	1,89	0	1,89	0	1,89	0	1,89	0
1,891	0	1,891	0	1,891	0	1,891	0	1,891	0	1,891	0
1,892	0	1,892	0	1,892	0	1,892	0	1,892	0	1,892	0
1,893	0	1,893	0	1,893	0	1,893	0	1,893	0	1,893	0
1,894	0	1,894	0	1,894	0	1,894	0	1,894	0	1,894	0
1,895	0	1,895	0	1,895	0	1,895	0	1,895	0	1,895	0
1,896	0	1,896	0	1,896	0	1,896	0	1,896	0	1,896	0
1,897	0	1,897	0	1,897	0	1,897	0	1,897	0	1,897	0
1,898	0	1,898	0	1,898	0	1,898	0	1,898	0	1,898	0
1,899	0	1,899	0	1,899	0	1,899	0	1,899	0	1,899	0
1,9	0	1,9	0	1,9	0	1,9	0	1,9	0	1,9	0
1,901	0	1,901	0	1,901	0	1,901	0	1,901	0	1,901	0
1,902	0	1,902	0	1,902	0	1,902	0	1,902	0	1,902	0
1,903	0	1,903	0	1,903	0	1,903	0	1,903	0	1,903	0
1,904	0	1,904	0	1,904	0	1,904	0	1,904	0	1,904	0
1,905	0	1,905	0	1,905	0	1,905	0	1,905	0	1,905	0
1,906	0	1,906	0	1,906	0	1,906	0	1,906	0	1,906	0
1,907	0	1,907	0	1,907	0	1,907	0	1,907	0	1,907	0
1,908	0	1,908	0	1,908	0	1,908	0	1,908	0	1,908	0
1,909	0	1,909	0	1,909	0	1,909	0	1,909	0	1,909	0
1,91	0	1,91	0	1,91	0	1,91	0	1,91	0	1,91	0
1,911	0	1,911	0	1,911	0	1,911	0	1,911	0	1,911	0
1,912	0	1,912	0	1,912	0	1,912	0	1,912	0	1,912	0
1,913	0	1,913	0	1,913	0	1,913	0	1,913	0	1,913	0
1,914	0	1,914	0	1,914	0	1,914	0	1,914	0	1,914	0
1,915	0	1,915	0	1,915	0	1,915	0	1,915	0	1,915	0
1,916	0	1,916	0	1,916	0	1,916	0	1,916	0	1,916	0
1,917	0	1,917	0	1,917	0	1,917	0	1,917	0	1,917	0
1,918	0	1,918	0	1,918	0	1,918	0	1,918	0	1,918	0
1,919	0	1,919	0	1,919	0	1,919	0	1,919	0	1,919	0
1,92	0	1,92	0	1,92	0	1,92	0	1,92	0	1,92	0
1,921	0	1,921	0	1,921	0	1,921	0	1,921	0	1,921	0
1,922	0	1,922	0	1,922	0	1,922	0	1,922	0	1,922	0
1,923	0	1,923	0	1,923	0	1,923	0	1,923	0	1,923	0
1,924	0	1,924	0	1,924	0	1,924	0	1,924	0	1,924	0
1,925	0	1,925	0	1,925	0	1,925	0	1,925	0	1,925	0
1,926	0	1,926	0	1,926	0	1,926	0	1,926	0	1,926	0
1,927	0	1,927	0	1,927	0	1,927	0	1,927	0	1,927	0
1,928	0	1,928	0	1,928	0	1,928	0	1,928	0	1,928	0
1,929	0	1,929	0	1,929	0	1,929	0	1,929	0	1,929	0
1,93	0	1,93	0	1,93	0	1,93	0	1,93	0	1,93	0
1,931	0	1,931	0	1,931	0	1,931	0	1,931	0	1,931	0
1,932	0	1,932	0	1,932	0	1,932	0	1,932	0	1,932	0
1,933	0	1,933	0	1,933	0	1,933	0	1,933	0	1,933	0
1,934	0	1,934	0	1,934	0	1,934	0	1,934	0	1,934	0
1,935	0	1,935	0	1,935	0	1,935	0	1,935	0	1,935	0
1,936	0	1,936	0	1,936	0	1,936	0	1,936	0	1,936	0
1,937	0	1,937	0	1,937	0	1,937	0	1,937	0	1,937	0
1,938	0	1,938	0	1,938	0	1,938	0	1,938	0	1,938	0
1,939	0	1,939	0	1,939	0	1,939	0	1,939	0	1,939	0
1,94	0	1,94	0	1,94	0	1,94	0	1,94	0	1,94	0
1,941	-5,73E-07	1,941	0	1,941	-2,68E-05	1,941	0	1,941	0	1,941	0
1,942	-5,73E-07	1,942	0	1,942	-0,000102279	1,942	0	1,942	0	1,942	0
1,943	-5,73E-07	1,943	0	1,943	-0,000244324	1,943	0	1,943	0	1,943	0
1,944	-5,73E-07	1,944	0	1,944	-0,000467165	1,944	0	1,944	0	1,944	0
1,945	-1,15E-06	1,945	0	1,945	-0,000782011	1,945	0	1,945	0	1,945	0
1,946	-1,15E-06	1,946	0	1,946	-0,00119747	1,946	0	1,946	0	1,946	0
1,947	-1,15E-06	1,947	0	1,947	-0,00171995	1,947	0	1,947	0	1,947	0
1,948	-1,15E-06	1,948	0	1,948	-0,00235396	1,948	0	1,948	0	1,948	0
1,949	-0,0011866	1,949	0	1,949	-0,00310245	1,949	0	1,949	0	1,949	0
1,95	-0,00237205	1,95	0	1,95	-0,00396702	1,95	0	1,95	0	1,95	0
1,951	-0,00355692	1,951	0	1,951	-0,00476596	1,951	0	1,951	0	1,951	0
1,952	-0,00474237	1,952	0	1,952	-0,00534941	1,952	0	1,952	0	1,952	0
1,953	-0,00592782	1,953	0	1,953	-0,00559498	1,953	0	1,953	0	1,953	0
1,954	-0,0071127	1,954	0	1,954	-0,00540384	1,954	0	1,954	0	1,954	0
1,955	-0,00829815	1,955	0	1,955	-0,00469739	1,955	0	1,955	0	1,955	0
1,956	-0,0094836	1,956	0	1,956	-0,00341432	1,956	0	1,956	0	1,956	0
1,957	-0,0106685	1,957	0	1,957	-0,00150806	1,957	0	1,957	0	1,957	0
1,958	-0,0118539	1,958	0	1,958	0,00105542	1,958	0	1,958	0	1,958	0
1,959	-0,00808386	1,959	0	1,959	0,00429955	1,959	0	1,959	0	1,959	0
1,96	-0,0043138	1,96	0	1,96	0,00823879	1,96	0	1,96	0	1,96	0
1,961	-0,000543737	1,961	0	1,961	0,0127509	1,961	0	1,961	0	1,961	0
1,962	0,00322633	1,962	0	1,962	0,0177305	1,962	0	1,962	0	1,962	0
1,963	0,00699639	1,963	0	1,963	0,0230871	1,963	0	1,963	0	1,963	0
1,964	0,0107664	1,964	0	1,964	0,0287433	1,964	0	1,964	0	1,964	0
1,965	0,0145365	1,965	0	1,965	0,0346327	1,965	0	1,965	0	1,965	0
1,966	0,0183066	1,966	0	1,966	0,0406987	1,966	0	1,966	0	1,966	0
1,967	0,0220766	1,967	0	1,967	0,0468934	1,967	0	1,967	0	1,967	0
1,968	0,0258467	1,968	0	1,968	0,0531761	1,968	0	1,968	0	1,968	0
1,969	0,0406049	1,969	0	1,969	0,0595125	1,969	0	1,969	0	1,969	0
1,97	0,0553638	1,97	0	1,97	0,0658739	1,97	0	1,97	0	1,97	0
1,971	0,070122	1,971	0	1,971	0,0722338	1,971	0	1,971	0	1,971	0
1,972	0,0848803	1,972	0	1,972	0,0785702	1,972	0	1,972	0	1,972	0
1,973	0,0996385	1,973	0	1,973	0,0848652	1,973	0	1,973	0	1,973	0
1,974	0,114397	1,974	0	1,974	0,104235	1,974	0	1,974	0,0878906	1,974	0
1,975	0,129156	1,975	0	1,975	0,121807	1,975	0	1,975	0,0878906	1,975	0
1,976	0,143914	1,976	0	1,976	0,137788	1,976	0	1,976	0,0878906	1,976	0
1,977	0,158672	1,977	0	1,977	0,165494	1,977	0	1,977	0,175781	1,977	0
1,978	0,17343	1,978	0	1,978	0,190223	1,978	0	1,978	0,175781	1,978	0
1,979	0,198105	1,979	0	1,979	0,225468	1,979	0	1,979	0,263672	1,979	0
1,98	0,22278	1,98	0	1,98	0,256682	1,98	0	1,98	0,263672	1,98	0
1,981	0,247455	1,981	0	1,981	0,297489	1,981	0	1,981	0,351562	1,981	0
1,982	0,272129	1,982	0	1,982	0,333463	1,982	0	1,982	0,351562	1,982	0
1,983	0,296804	1,983	0	1,983	0,37833	1,983	0	1,983	0,439453	1,983	0
1,984	0,321479	1,984	0	1,984	0,417754	1,984	0	1,984	0,439453	1,984	0
1,985	0,346153	1,985	0	1,985	0,452414	1,985	0	1,985	0,439453	1,985	0
1,986	0,370828	1,986	0	1,986	0,496035	1,986	0	1,986	0,527344	1,986	0
1,987	0,395502	1,987	0	1,987	0,534277	1,987	0	1,987	0,527344	1,987	0
1,988	0,420177	1,988	0	1,988	0,580948	1,988	0	1,988	0,615234	1,988	0
1,989	0,453801	1,989	0	1,989	0,634909	1,989	0	1,989	0,703125	1,989	0
1,99	0,487424	1,99	0	1,99	0,682035	1,99	0	1,99	0,703125	1,99	0
1,991	0,521048	1,991	0	1,991	0,736318	1,991	0	1,991	0,791016	1,991	0
1,992	0,554672	1,992	0	1,992	0,783651	1,992	0	1,992	0,791016	1,992	0
1,993	0,588295	1,993	0	1,993	0,838045	1,993	0	1,993	0,878906	1,993	0
1,994	0,621919	1,994	0	1,994	0,89854	1,994	0	1,994	0,966797	1,994	0
1,995	0,655542	1,995	0	1,995	0,951167	1,995	0	1,995	0,966797	1,995	0
1,996	0,689166	1,996	0	1,996	1,01006	1,996	0	1,996	1,05469	1,996	0
1,997	0,72279	1,997	0	1,997	1,07436	1,997	0	1,997	1,14258	1,997	0
1,998	0,756413	1,998	0	1,998	1,13019	1,998	0	1,998	1,14258	1,998	0
1,999	0,798112	1,999	0	1,999	1,19177	1,999	0	1,999	1,23047	1,999	0
2	0,839812	2	0	2	1,2583	2	0	2	1,31836	2	0
2,001	0,881512	2,001	0	2,001	1,32911	2,001	0	2,001	1,40625	2,001	0
2,002	0,923211	2,002	0	2,002	1,39047	2,002	0	2,002	1,40625	2,002	0
2,003	0,96491	2,003	0	2,003	1,45671	2,003	0	2,003	1,49414	2,003	0
2,004	1,00661	2,004	0	2,004	1,52716	2,004	0	2,004	1,58203	2,004	0
2,005	1,04831	2,005	0	2,005	1,60124	2,005	0	2,005	1,66992	2,005	0
2,006	1,09001	2,006	0	2,006	1,67845	2,006	0	2,006	1,75781	2,006	0
2,007	1,13171	2,007	0	2,007	1,74519	2,007	0	2,007	1,75781	2,007	0
2,008	1,17341	2,008	0	2,008	1,81596	2,008	0	2,008	1,8457	2,008	0
2,009	1,22239	2,009	0	2,009	1,89018	2,009	0	2,009	1,93359	2,009	0
2,01	1,27138	2,01	0	2,01	1,96739	2,01	0	2,01	2,02148	2,01	0
2,011	1,32037	2,011	0	2,011	2,04716	2,011	0	2,011	2,10938	2,011	0
2,012	1,36936	2,012	0	2,012	2,12912	2,012	0	2,012	2,19727	2,012	0
2,013	1,41834	2,013	0	2,013	2,21295	2,013	0	2,013	2,28516	2,013	0
2,014	1,46733	2,014	0	2,014	2,29837	2,014	0	2,014	2,37305	2,014	0
2,015	1,51632	2,015	0	2,015	2,38514	2,015	0	2,015	2,46094	2,015	0
2,016	1,56531	2,016	0	2,016	2,47306	2,016	0	2,016	2,54883	2,016	0
2,017	1,61429	2,017	0	2,017	2,5488	2,017	0	2,017	2,54883	2,017	0
2,018	1,66328	2,018	0	2,018	2,6402	2,018	0	2,018	2,72461	2,018	0
2,019	1,71884	2,019	0	2,019	2,73206	2,019	0	2,019	2,8125	2,019	0
2,02	1,77441	2,02	0	2,02	2,82427	2,02	0	2,02	2,90039	2,02	0
2,021	1,82997	2,021	0	2,021	2,91676	2,021	0	2,021	2,98828	2,021	0
2,022	1,88554	2,022	0	2,022	3,00947	2,022	0	2,022	3,07617	2,022	0
2,023	1,9411	2,023	0	2,023	3,10233	2,023	0	2,023	3,16406	2,023	0
2,024	1,99667	2,024	0	2,024	3,1953	2,024	0	2,024	3,25195	2,024	0
2,025	2,05223	2,025	0	2,025	3,28833	2,025	0	2,025	3,33984	2,025	0
2,026	2,10779	2,026	0	2,026	3,3814	2,026	0	2,026	3,42773	2,026	0
2,027	2,16336	2,027	0	2,027	3,47447	2,027	0	2,027	3,51563	2,027	0
2,028	2,21892	2,028	0	2,028	3,56752	2,028	0	2,028	3,60352	2,028	0
2,029	2,28042	2,029	0	2,029	3,66052	2,029	0	2,029	3,69141	2,029	0
2,03	2,34192	2,03	0	2,03	3,76661	2,03	0	2,03	3,86719	2,03	0
2,031	2,40342	2,031	0	2,031	3,87089	2,031	0	2,031	3,95508	2,031	0
2,032	2,46492	2,032	0	2,032	3,97358	2,032	0	2,032	4,04297	2,032	0
2,033	2,52642	2,033	0	2,033	4,08798	2,033	0	2,033	4,21875	2,033	0
2,034	2,58792	2,034	0	2,034	4,19941	2,034	0	2,034	4,30664	2,034	0
2,035	2,64942	2,035	0	2,035	4,30821	2,035	0	2,035	4,39453	2,035	0
2,036	2,71092	2,036	0	2,036	4,4147	2,036	0	2,036	4,48242	2,036	0
2,037	2,77242	2,037	0	2,037	4,53229	2,037	0	2,037	4,6582	2,037	0
2,038	2,83391	2,038	0	2,038	4,64636	2,038	0	2,038	4,74609	2,038	0
2,039	2,90077	2,039	0	2,039	4,75735	2,039	0	2,039	4,83398	2,039	0
2,04	2,96763	2,04	0	2,04	4,86563	2,04	0	2,04	4,92188	2,04	0
2,041	3,03448	2,041	0	2,041	4,98467	2,041	0	2,041	5,09766	2,041	0
2,042	3,10134	2,042	0	2,042	5,0999	2,042	0	2,042	5,18555	2,042	0
2,043	3,16819	2,043	0	2,043	5,22492	2,043	0	2,043	5,36133	2,043	0
2,044	3,23505	2,044	0	2,044	5,34528	2,044	0	2,044	5,44922	2,044	0
2,045	3,3019	2,045	0	2,045	5,47471	2,045	0	2,045	5,625	2,045	0
2,046	3,36876	2,046	0	2,046	5,59884	2,046	0	2,046	5,71289	2,046	0
2,047	3,43561	2,047	0	2,047	5,71835	2,047	0	2,047	5,80078	2,047	0
2,048	3,50247	2,048	0	2,048	5,84694	2,048	0	2,048	5,97656	2,048	0
2,049	3,57415	2,049	0	2,049	5,97027	2,049	0	2,049	6,06445	2,049	0
2,05	3,64584	2,05	0	2,05	6,08901	2,05	0	2,05	6,15234	2,05	0
2,051	3,71753	2,051	0	2,051	6,21686	2,051	0	2,051	6,32813	2,051	0
2,052	3,78922	2,052	0	2,052	6,33947	2,052	0	2,052	6,41602	2,052	0
2,053	3,86091	2,053	0	2,053	6,47065	2,053	0	2,053	6,5918	2,053	0
2,054	3,9326	2,054	0	2,054	6,59611	2,054	0	2,054	6,67969	2,054	0
2,055	4,00428	2,055	0	2,055	6,71659	2,055	0	2,055	6,76758	2,055	0
2,056	4,07597	2,056	0	2,056	6,84584	2,056	0	2,056	6,94336	2,056	0
2,057	4,14766	2,057	0	2,057	6,96957	2,057	0	2,057	7,03125	2,057	0
2,058	4,21935	2,058	0	2,058	7,10161	2,058	0	2,058	7,20703	2,058	0
2,059	4,2954	2,059	0	2,059	7,24085	2,059	0	2,059	7,38281	2,059	0
2,06	4,37145	2,06	0	2,06	7,3732	2,06	0	2,06	7,4707	2,06	0
2,061	4,4475	2,061	0	2,061	7,51266	2,061	0	2,061	7,64648	2,061	0
2,062	4,52355	2,062	0	2,062	7,64514	2,062	0	2,062	7,73437	2,062	0
2,063	4,5996	2,063	0	2,063	7,78468	2,063	0	2,063	7,91016	2,063	0
2,064	4,67565	2,064	0	2,064	7,93031	2,064	0	2,064	8,08594	2,064	0
2,065	4,7517	2,065	0	2,065	8,06809	2,065	0	2,065	8,17383	2,065	0
2,066	4,82775	2,066	0	2,066	8,21215	2,066	0	2,066	8,34961	2,066	0
2,067	4,9038	2,067	0	2,067	8,34851	2,067	0	2,067	8,4375	2,067	0
2,068	4,97985	2,068	0	2,068	8,49129	2,068	0	2,068	8,61328	2,068	0
2,069	5,05983	2,069	0	2,069	8,63964	2,069	0	2,069	8,78906	2,069	0
2,07	5,13982	2,07	0	2,07	8,77966	2,07	0	2,07	8,87695	2,07	0
2,071	5,2198	2,071	0	2,071	8,92556	2,071	0	2,071	9,05273	2,071	0
2,072	5,29979	2,072	0	2,072	9,07655	2,072	0	2,072	9,22852	2,072	0
2,073	5,37978	2,073	0	2,073	9,2188	2,073	0	2,073	9,31641	2,073	0
2,074	5,45976	2,074	0	2,074	9,36657	2,074	0	2,074	9,49219	2,074	0
2,075	5,53975	2,075	0	2,075	9,51912	2,075	0	2,075	9,66797	2,075	0
2,076	5,61973	2,076	0	2,076	9,6758	2,076	0	2,076	9,84375	2,076	0
2,077	5,69972	2,077	0	2,077	9,8229	2,077	0	2,077	9,93164	2,077	0
2,078	5,7797	2,078	0	2,078	9,9748	2,078	0	2,078	10,1074	2,078	0
2,079	5,86324	2,079	0	2,079	10,1177	2,079	0	2,079	10,1953	2,079	0
2,08	5,94678	2,08	0	2,08	10,266	2,08	0	2,08	10,3711	2,08	0
2,081	6,03031	2,081	0	2,081	10,4188	2,081	0	2,081	10,5469	2,081	0
2,082	6,11385	2,082	0	2,082	10,5625	2,082	0	2,082	10,6348	2,082	0
2,083	6,19739	2,083	0	2,083	10,7113	2,083	0	2,083	10,8105	2,083	0
2,084	6,28092	2,084	0	2,084	10,8646	2,084	0	2,084	10,9863	2,084	0
2,085	6,36446	2,085	0	2,085	11,0218	2,085	0	2,085	11,1621	2,085	0
2,086	6,448	2,086	0	2,086	11,1823	2,086	0	2,086	11,3379	2,086	0
2,087	6,53154	2,087	0	2,087	11,3326	2,087	0	2,087	11,4258	2,087	0
2,088	6,61507	2,088	0	2,088	11,4871	2,088	0	2,088	11,6016	2,088	0
2,089	6,70181	2,089	0	2,089	11,6453	2,089	0	2,089	11,7773	2,089	0
2,09	6,78856	2,09	0	2,09	11,8066	2,09	0	2,09	11,9531	2,09	0
2,091	6,8753	2,091	0	2,091	11,9574	2,091	0	2,091	12,041	2,091	0
2,092	6,96204	2,092	0	2,092	12,1124	2,092	0	2,092	12,2168	2,092	0
2,093	7,04878	2,093	0	2,093	12,2709	2,093	0	2,093	12,3926	2,093	0
2,094	7,13552	2,094	0	2,094	12,4193	2,094	0	2,094	12,4805	2,094	0
2,095	7,22226	2,095	0	2,095	12,572	2,095	0	2,095	12,6562	2,095	0
2,096	7,30901	2,096	0	2,096	12,7285	2,096	0	2,096	12,832	2,096	0
2,097	7,39575	2,097	0	2,097	12,8883	2,097	0	2,097	13,0078	2,097	0
2,098	7,48249	2,098	0	2,098	13,0378	2,098	0	2,098	13,0957	2,098	0
2,099	7,57212	2,099	0	2,099	13,1915	2,099	0	2,099	13,2715	2,099	0
2,1	7,66175	2,1	0	2,1	13,3357	2,1	0	2,1	13,3594	2,1	0
2,101	7,75139	2,101	0	2,101	13,4847	2,101	0	2,101	13,5352	2,101	0
2,102	7,84102	2,102	0	2,102	13,6379	2,102	0	2,102	13,7109	2,102	0
2,103	7,93065	2,103	0	2,103	13,7817	2,103	0	2,103	13,7988	2,103	0
2,104	8,02029	2,104	0	2,104	13,9435	2,104	0	2,104	14,0625	2,104	0
2,105	8,10992	2,105	0	2,105	14,0947	2,105	0	2,105	14,1504	2,105	0
2,106	8,19955	2,106	0	2,106	14,2498	2,106	0	2,106	14,3262	2,106	0
2,107	8,28919	2,107	0	2,107	14,4082	2,107	0	2,107	14,502	2,107	0
2,108	8,37882	2,108	0	2,108	14,5697	2,108	0	2,108	14,6777	2,108	0
2,109	8,47106	2,109	0	2,109	14,7336	2,109	0	2,109	14,8535	2,109	0
2,11	8,56331	2,11	0	2,11	14,8998	2,11	0	2,11	15,0293	2,11	0
2,111	8,65555	2,111	0	2,111	15,0678	2,111	0	2,111	15,2051	2,111	0
2,112	8,74779	2,112	0	2,112	15,2243	2,112	0	2,112	15,293	2,112	0
2,113	8,84003	2,113	0	2,113	15,384	2,113	0	2,113	15,4687	2,113	0
2,114	8,93227	2,114	0	2,114	15,5463	2,114	0	2,114	15,6445	2,114	0
2,115	9,02452	2,115	0	2,115	15,711	2,115	0	2,115	15,8203	2,115	0
2,116	9,11676	2,116	0	2,116	15,8777	2,116	0	2,116	15,9961	2,116	0
